246,183,203,199,180,-1.06,-10.55,1.57
245,183,203,199,179,-0.94,-10.51,1.57
243,183,203,183,179,-0.98,-10.59,1.41
225,182,201,227,179,-0.90,-10.59,1.14
226,183,201,192,178,-0.75,-10.63,1.02
226,183,201,182,178,-0.75,-10.63,1.18
226,183,202,184,178,-0.78,-10.55,1.10
225,181,200,206,178,-0.75,-10.59,1.18
227,183,201,197,178,-0.78,-10.63,1.14
228,184,201,222,178,-0.75,-10.59,1.29
235,182,201,199,179,-0.67,-10.59,1.22
249,183,201,199,180,-0.59,-10.83,1.61
305,185,218,199,194,-0.98,-10.59,1.80
366,197,295,199,234,-1.02,-10.63,1.88
403,195,318,199,294,-0.78,-10.63,1.53
418,211,329,300,313,-0.86,-10.71,1.65
424,308,337,311,324,-0.75,-10.63,1.65
422,334,335,355,322,-0.75,-10.55,1.45
432,336,341,366,335,-0.71,-10.59,1.53
438,336,343,388,353,-0.75,-10.51,1.49
437,352,341,399,351,-0.47,-10.59,1.22
436,340,333,387,344,-0.55,-10.55,1.06
428,334,334,377,343,-0.78,-10.51,0.98
410,320,337,366,331,-0.98,-10.59,1.14
344,230,297,344,243,-0.31,-10.67,1.77
297,193,232,300,188,-0.67,-10.63,1.77
241,183,205,250,175,-0.98,-10.87,1.53
225,183,201,183,176,-0.78,-10.67,0.98
217,183,199,183,178,-0.71,-10.47,0.78
218,182,191,285,177,-0.82,-10.51,0.78
218,181,201,202,178,-0.63,-10.79,1.10
219,184,192,188,178,-0.90,-10.47,0.31
220,179,205,229,178,-0.71,-10.43,0.82
224,184,205,189,179,-1.45,-10.63,1.10
218,182,201,229,179,-1.80,-10.51,0.90
222,181,199,186,179,-2.00,-10.47,1.57
220,181,201,188,178,-1.65,-10.51,1.57
220,180,206,184,178,-1.33,-10.43,0.71
220,182,198,179,177,-1.29,-10.55,0.98
219,182,199,180,179,-1.02,-10.36,0.39
224,183,203,183,176,-1.29,-10.32,0.43
