249,181,197,183,177,1.69,-10.32,-0.94,f
220,183,202,183,177,1.73,-10.32,-0.94,f
229,183,201,184,178,1.65,-10.36,-0.90,f
218,185,201,183,179,1.69,-10.32,-0.90,f
250,182,199,184,178,1.65,-10.36,-0.94,f
235,185,202,184,178,1.73,-10.40,-0.90,f
273,209,202,187,178,1.77,-10.32,-0.78,f
299,276,206,190,183,1.45,-10.47,-0.86,f
253,334,213,1023,180,1.77,-10.24,-1.10,f
314,363,216,1023,180,2.00,-10.32,-1.10,f
350,370,219,1023,181,2.00,-10.40,-1.06,f
339,372,212,1021,183,2.08,-10.20,-1.14,f
367,365,213,194,183,2.16,-10.40,-0.75,f
325,366,214,217,181,2.12,-10.28,-1.10,f
354,360,214,195,179,2.12,-10.28,-1.06,f
325,355,215,193,180,2.08,-10.24,-1.29,f
264,321,216,195,180,2.12,-10.32,-0.98,f
252,224,216,192,180,1.92,-10.24,-1.18,f
246,195,209,193,181,1.92,-10.32,-1.02,f
217,187,208,193,179,1.88,-10.43,-0.90,f
255,183,206,192,179,1.96,-10.36,-0.90,f
258,183,204,188,179,1.96,-10.28,-0.90,f
244,181,205,189,181,2.08,-10.32,-0.82,f
225,182,203,188,180,1.96,-10.36,-0.94,f
209,183,204,190,180,2.04,-10.24,-0.98,f
235,183,205,190,180,2.04,-10.24,-0.94,f
214,183,206,191,180,1.96,-10.36,-0.75,f
